0.011038,2.732
0.016558,2.732
0.022077,2.7321
0.027596,2.7321
0.033116,2.7322
0.038636,2.7323
0.044155,2.7324
0.049676,2.7325
0.055196,2.7326
0.060716,2.7327
0.066237,2.7328
0.071758,2.733
0.077279,2.7331
0.082801,2.7333
0.088323,2.7334
0.093845,2.7336
0.099368,2.7338
0.10489,2.734
0.11041,2.7343
0.11594,2.7345
0.12146,2.7347
0.12699,2.735
0.13251,2.7352
0.13804,2.7355
0.14357,2.7358
0.14909,2.7361
0.15462,2.7364
0.16015,2.7367
0.16568,2.7371
0.17121,2.7374
0.17674,2.7378
0.18227,2.7381
0.1878,2.7385
0.19334,2.7389
0.19887,2.7393
0.20441,2.7397
0.20994,2.7401
0.21548,2.7406
0.22102,2.741
0.22655,2.7415
0.23209,2.7419
0.23763,2.7424
0.24317,2.7429
0.24872,2.7434
0.25426,2.7439
0.2598,2.7444
0.26535,2.745
0.2709,2.7455
0.27644,2.7461
0.28199,2.7467
0.28754,2.7472
0.29309,2.7478
0.29865,2.7484
0.3042,2.7491
0.30975,2.7497
0.31531,2.7503
0.32087,2.751
0.32643,2.7516
0.33199,2.7523
0.33755,2.753
0.34311,2.7537
0.34868,2.7544
0.35424,2.7551
0.35981,2.7558
0.36538,2.7566
0.37095,2.7573
0.37652,2.7581
0.3821,2.7589
0.38767,2.7596
0.39325,2.7604
0.39883,2.7612
0.40441,2.7621
0.40999,2.7629
0.41557,2.7637
0.42116,2.7646
0.42675,2.7655
0.43233,2.7663
0.43793,2.7672
0.44352,2.7681
0.44911,2.769
0.45471,2.77
0.46031,2.7709
0.46591,2.7718
0.47151,2.7728
0.47711,2.7738
0.48272,2.7747
0.48833,2.7757
0.49394,2.7767
0.49955,2.7777
0.50517,2.7788
0.51078,2.7798
0.5164,2.7808
0.52202,2.7819
0.52765,2.783
0.53327,2.7841
0.5389,2.7852
0.54453,2.7863
0.55016,2.7874
0.5558,2.7885
0.56143,2.7896
0.56707,2.7908
0.57271,2.792
0.57836,2.7931
0.584,2.7943
0.58965,2.7955
0.5953,2.7967
0.60096,2.7979
0.60661,2.7992
0.61227,2.8004
0.61793,2.8017
0.6236,2.8029
0.62926,2.8042
0.63493,2.8055
0.64061,2.8068
0.64628,2.8081
0.65196,2.8095
0.65764,2.8108
0.66332,2.8121
0.66901,2.8135
0.6747,2.8149
0.68039,2.8163
0.68608,2.8176
0.69178,2.8191
0.69748,2.8205
0.70318,2.8219
0.70889,2.8233
0.7146,2.8248
0.72031,2.8263
0.72602,2.8277
0.73174,2.8292
0.73746,2.8307
0.74319,2.8322
0.74891,2.8338
0.75464,2.8353
0.76038,2.8368
0.76611,2.8384
0.77185,2.84
0.7776,2.8415
0.78334,2.8431
0.78909,2.8447
0.79485,2.8464
0.8006,2.848
0.80636,2.8496
0.81213,2.8513
0.81789,2.8529
0.82366,2.8546
0.82944,2.8563
0.83522,2.858
0.841,2.8597
0.84678,2.8614
0.85257,2.8632
0.85836,2.8649
0.86415,2.8667
0.86995,2.8684
0.87575,2.8702
0.88156,2.872
0.88737,2.8738
0.89318,2.8756
0.899,2.8775
0.90482,2.8793
0.91065,2.8812
0.91647,2.883
0.92231,2.8849
0.92814,2.8868
0.93398,2.8887
0.93983,2.8906
0.94568,2.8925
0.95153,2.8945
0.95738,2.8964
0.96324,2.8984
0.96911,2.9003
0.97498,2.9023
0.98085,2.9043
0.98673,2.9063
0.99261,2.9084
0.99849,2.9104
1.0044,2.9124
1.0103,2.9145
1.0162,2.9166
1.0221,2.9186
1.028,2.9207
1.0339,2.9228
1.0398,2.9249
1.0457,2.9271
1.0516,2.9292
1.0576,2.9314
1.0635,2.9335
1.0694,2.9357
1.0754,2.9379
1.0813,2.9401
1.0873,2.9423
1.0932,2.9445
1.0992,2.9468
1.1052,2.949
1.1111,2.9513
1.1171,2.9536
1.1231,2.9559
1.1291,2.9582
1.1351,2.9605
1.141,2.9628
1.147,2.9651
1.153,2.9675
1.159,2.9698
1.1651,2.9722
1.1711,2.9746
1.1771,2.977
1.1831,2.9794
1.1892,2.9818
1.1952,2.9843
1.2012,2.9867
1.2073,2.9892
1.2133,2.9916
1.2194,2.9941
1.2255,2.9966
1.2315,2.9991
1.2376,3.0016
1.2437,3.0042
1.2498,3.0067
1.2558,3.0093
1.2619,3.0118
1.268,3.0144
1.2741,3.017
1.2802,3.0196
1.2864,3.0222
1.2925,3.0249
1.2986,3.0275
1.3047,3.0302
1.3109,3.0329
1.317,3.0355
1.3232,3.0382
1.3293,3.0409
1.3355,3.0437
1.3416,3.0464
1.3478,3.0491
1.354,3.0519
1.3602,3.0547
1.3664,3.0575
1.3725,3.0603
1.3787,3.0631
1.385,3.0659
1.3912,3.0687
1.3974,3.0716
1.4036,3.0744
1.4098,3.0773
1.4161,3.0802
1.4223,3.0831
1.4285,3.086
1.4348,3.0889
1.4411,3.0918
1.4473,3.0948
1.4536,3.0978
1.4599,3.1007
1.4662,3.1037
1.4724,3.1067
1.4787,3.1097
1.485,3.1128
1.4913,3.1158
1.4977,3.1189
1.504,3.1219
1.5103,3.125
1.5166,3.1281
1.523,3.1312
1.5293,3.1343
1.5357,3.1374
1.542,3.1406
1.5484,3.1437
1.5548,3.1469
1.5611,3.1501
1.5675,3.1533
1.5739,3.1565
1.5803,3.1597
1.5867,3.1629
1.5931,3.1662
1.5996,3.1695
1.606,3.1727
1.6124,3.176
1.6188,3.1793
1.6253,3.1826
1.6317,3.186
1.6382,3.1893
1.6447,3.1926
1.6511,3.196
1.6576,3.1994
1.6641,3.2028
1.6706,3.2062
1.6771,3.2096
1.6836,3.213
1.6901,3.2165
1.6966,3.2199
1.7032,3.2234
1.7097,3.2269
1.7162,3.2304
1.7228,3.2339
1.7294,3.2374
1.7359,3.241
1.7425,3.2445
1.7491,3.2481
1.7557,3.2517
1.7623,3.2553
1.7689,3.2589
1.7755,3.2625
1.7821,3.2661
1.7887,3.2698
1.7953,3.2734
1.802,3.2771
1.8086,3.2808
1.8153,3.2845
1.8219,3.2882
1.8286,3.292
1.8353,3.2957
1.842,3.2995
1.8487,3.3032
1.8554,3.307
1.8621,3.3108
1.8688,3.3146
1.8755,3.3184
1.8823,3.3223
1.889,3.3261
1.8957,3.33
1.9025,3.3339
1.9093,3.3378
1.916,3.3417
1.9228,3.3456
1.9296,3.3495
1.9364,3.3535
1.9432,3.3575
1.95,3.3614
1.9568,3.3654
1.9637,3.3694
1.9705,3.3734
1.9774,3.3775
1.9842,3.3815
1.9911,3.3856
1.9979,3.3897
2.0048,3.3938
2.0117,3.3979
2.0186,3.402
2.0255,3.4061
2.0324,3.4103
2.0393,3.4144
2.0463,3.4186
2.0532,3.4228
2.0602,3.427
2.0671,3.4312
2.0741,3.4354
2.0811,3.4397
2.088,3.4439
2.095,3.4482
2.102,3.4525
2.109,3.4568
2.1161,3.4611
2.1231,3.4655
2.1301,3.4698
2.1372,3.4742
2.1442,3.4785
2.1513,3.4829
2.1584,3.4873
2.1654,3.4918
2.1725,3.4962
2.1796,3.5006
2.1867,3.5051
2.1939,3.5096
2.201,3.5141
2.2081,3.5186
2.2153,3.5231
2.2224,3.5276
2.2296,3.5322
2.2368,3.5367
2.244,3.5413
2.2511,3.5459
2.2583,3.5505
2.2656,3.5551
2.2728,3.5598
2.28,3.5644
2.2873,3.5691
2.2945,3.5738
2.3018,3.5785
2.309,3.5832
2.3163,3.5879
2.3236,3.5927
2.3309,3.5974
2.3382,3.6022
2.3455,3.607
2.3529,3.6118
2.3602,3.6166
2.3676,3.6214
2.3749,3.6263
2.3823,3.6312
2.3897,3.636
2.397,3.6409
2.4044,3.6458
2.4119,3.6508
2.4193,3.6557
2.4267,3.6607
2.4341,3.6656
2.4416,3.6706
2.4491,3.6756
2.4565,3.6806
2.464,3.6857
2.4715,3.6907
2.479,3.6958
2.4865,3.7008
2.494,3.7059
2.5016,3.711
2.5091,3.7162
2.5167,3.7213
2.5242,3.7265
2.5318,3.7316
2.5394,3.7368
2.547,3.742
2.5546,3.7472
2.5622,3.7525
2.5699,3.7577
2.5775,3.763
2.5851,3.7682
2.5928,3.7735
2.6005,3.7789
2.6082,3.7842
2.6159,3.7895
2.6236,3.7949
2.6313,3.8003
2.639,3.8056
2.6468,3.811
2.6545,3.8165
2.6623,3.8219
2.67,3.8274
2.6778,3.8328
2.6856,3.8383
2.6934,3.8438
2.7012,3.8493
2.7091,3.8549
2.7169,3.8604
2.7248,3.866
2.7326,3.8716
2.7405,3.8772
2.7484,3.8828
2.7563,3.8884
2.7642,3.894
2.7721,3.8997
2.7801,3.9054
2.788,3.9111
2.796,3.9168
2.8039,3.9225
2.8119,3.9283
2.8199,3.934
2.8279,3.9398
2.8359,3.9456
2.844,3.9514
2.852,3.9572
2.8601,3.9631
2.8681,3.9689
2.8762,3.9748
2.8843,3.9807
2.8924,3.9866
2.9005,3.9925
2.9086,3.9985
2.9168,4.0044
2.9249,4.0104
2.9331,4.0164
2.9413,4.0224
2.9495,4.0285
2.9577,4.0345
2.9659,4.0406
2.9741,4.0466
2.9823,4.0527
2.9906,4.0588
2.9989,4.065
3.0071,4.0711
3.0154,4.0773
3.0237,4.0835
3.032,4.0896
3.0404,4.0959
3.0487,4.1021
3.0571,4.1083
3.0654,4.1146
3.0738,4.1209
3.0822,4.1272
3.0906,4.1335
3.099,4.1398
3.1074,4.1462
3.1159,4.1526
3.1244,4.1589
3.1328,4.1653
3.1413,4.1718
3.1498,4.1782
3.1583,4.1847
3.1668,4.1911
3.1754,4.1976
3.1839,4.2041
3.1925,4.2107
3.2011,4.2172
3.2097,4.2238
3.2183,4.2303
3.2269,4.2369
3.2355,4.2435
3.2442,4.2502
3.2528,4.2568
3.2615,4.2635
3.2702,4.2702
